city tmpd dptp date pm25tmean2 pm10tmean2 o3tmean2 no2tmean2
chic 48 32.2 2003-09-30 5.2714285714 21 11.616168478 19.489583333
chic 44 26 2003-10-01 6.6 29.5 10.797619048 22.444444444
chic 42 22.2 2003-10-02 7.7 34.5 7.5178571429 25.945267896
chic 48 37.7 2003-10-03 12.1625 71 7.7864906832 31.291666667
chic 49 36.9 2003-10-04 14.7 25 11.607142857 24.527777778
chic 47 40.5 2003-10-05 9.4 23.5 16.125 20.944444444
chic 48 37.5 2003-10-06 8.625 22.6 16.242494824 27.333333333
chic 61 49.4 2003-10-07 7.4 54 12.26242236 37.666666667
chic 64 53.1 2003-10-08 11.6 68 18.689182195 40.944444444
chic 62 54.5 2003-10-09 32.0875 65 8.8245341615 47.25
chic 64 57.9 2003-10-10 34 58.5 14.470238095 34.361111111
chic 66 59.3 2003-10-11 18.3 33 20.773809524 21.916666667
chic 58 42.2 2003-10-12 6.5428571429 20 17.363095238 16.347222222
chic 57 41.3 2003-10-13 17.4 60.5 12.30952381 38.194444444
chic 53 47.6 2003-10-14 14.6 10.5 18.527432712 24.452020202
chic 50 35.7 2003-10-15 7.9285714286 23.5 12.369047619 26.513888889
chic 45 35.8 2003-10-16 8.9 21.5 10.390269151 27.940052701
chic 44 30.5 2003-10-17 8.1 30 8.8035714286 37.638888889
chic 57 41.9 2003-10-18 10.857142857 28 12.428571429 30.180555556
chic 56 47.3 2003-10-19 10.6 20.5 22.5 22
chic 66 51.6 2003-10-20 9.6 58 25.011904762 29.194444444
chic 55 44.9 2003-10-21 14.1125 38.5 17.632246377 25.541666667
chic 48 38.5 2003-10-22 12.9 12.5 17.49068323 20.638888889
chic 46 40.8 2003-10-23 6.8 28.5 12.401765283 27.168470418
chic 48 42.8 2003-10-24 16.6875 37.4 10.755952381 29.486111111
chic 52 45.3 2003-10-25 17.1 24 4.6904761905 26.361111111
chic 40 33.5 2003-10-26 10 8.5 6.806547619 12.680555556
chic 38 32.3 2003-10-27 14.5125 22 4.7494824017 19.444444444
chic 48 38.7 2003-10-28 8 27.5 8.2989130435 15.993055556
chic 44 35.7 2003-10-29 NA 18.5 7.260365411 16.541035354
chic 55 49 2003-10-30 10.925 25.4 19.233178054 24.24040404
chic 58 52.6 2003-10-31 NA 35.5 10.755952381 16.868055556
chic 47 41.7 2003-11-01 NA 15 9.9895833333 13.416666667
chic 52 50.9 2003-11-02 12.375 13.5 3.8645833333 14.8125
chic 49 49.1 2003-11-03 9.6 11 6.518115942 12
chic 59 57 2003-11-04 4.7 28.5 8.6173007246 21.097222222
chic 42 34.2 2003-11-05 11.5875 15.6 8.25 17.993055556
chic 38 22 2003-11-06 NA 15 8.9375 25.557065217
chic 35 17.3 2003-11-07 19 21.5 14.436141304 26.876984127
chic 27 18.1 2003-11-08 7.6857142857 15 13.177083333 26.347222222
chic 31 16.9 2003-11-09 15 19 10.989583333 31.986111111
chic 38 30.2 2003-11-10 25.6 26.5 6.200634058 33.666666667
chic 50 50.1 2003-11-11 21.4625 31.2 3.375 17.194444444
chic 48 39.9 2003-11-12 12.5 48.5 12.510869565 15.527777778
chic 35 15.8 2003-11-13 16.7 16 14.831974638 23.153381643
chic 36 23.1 2003-11-14 9.825 26 6.2291666667 28.13510101
chic 40 39.8 2003-11-15 14.2 17 4.8541666667 19.569444444
chic 45 43.7 2003-11-16 14.3 13 2.9166666667 18.305555556
chic 44 44.7 2003-11-17 22.875 27.2 6.665719697 25.152777778
chic 55 55.1 2003-11-18 9.1 15 7.678442029 22.28442029
chic 47 34.7 2003-11-19 14 17 9.375 27.166666667
chic 50 40.4 2003-11-20 7.7857142857 26.5 9.4660326087 28.031746032
chic 46 36.5 2003-11-21 7.7 10 15.489583333 19.25
chic 53 48 2003-11-22 24.2 28.5 5.3541666667 23.361111111
chic 48 47.1 2003-11-23 8.1125 11.6 17.739583333 10.819444444
chic 25 14 2003-11-24 7.4 32 17.198822464 14.674603175
chic 33 21.6 2003-11-25 16 28.5 8.28125 26.284090909
chic 40 28.3 2003-11-26 15.0875 30.5 5.5670289855 29.805555556
chic 41 37.4 2003-11-27 19.5 17.5 6.0520833333 24.888888889
chic 33 22.5 2003-11-28 15.8 15.5 17.197916667 19.111111111
chic 31 21.3 2003-11-29 9.5125 13.75 16.135416667 18.819444444
chic 46 27.4 2003-11-30 5.6 12 16.229166667 19.097222222
chic 35 14.4 2003-12-01 6.5 18.5 18.629076087 23.013888889
chic 30 13 2003-12-02 6.4571428571 15.5 10.500905797 34.828282828
chic 34 22.3 2003-12-03 9 23.5 11.65625 29.888888889
chic 37 29.7 2003-12-04 15.8 23 3.9393115942 28.062710438
chic 37 30.9 2003-12-05 8.0125 15 16.177083333 24.5
chic 34 26.9 2003-12-06 11.8 16 6.03125 28.194444444
chic 34 28.5 2003-12-07 21.1 21 4.5833333333 24.625
chic 40 33.9 2003-12-08 21.95 21 3.0520833333 28.868686869
chic 45 41.9 2003-12-09 26.8 33.5 1.097826087 27.23989899
chic 41 40.4 2003-12-10 12 11.5 6.71875 23.569444444
chic 22 14.3 2003-12-11 7.7285714286 12 12.161972991 21.533333333
chic 17 6.4 2003-12-12 18.8 27.5 6.8958333333 34.990942029
chic 21 16.7 2003-12-13 18.3 24 10.166666667 35.729166667
chic 28 23.8 2003-12-14 17.825 20 10.666666667 29.0625
chic 31 27.7 2003-12-15 22.5 18 7.0692934783 28.779166667
chic 34 26.5 2003-12-16 13.3 16 9.4266304348 19.708333333
chic 23 18.5 2003-12-17 15 22.2 9.1142539526 24.166666667
chic 23 19.7 2003-12-18 36.3 26 5.25 29.566287879
chic 25 15.4 2003-12-19 9 25.5 15.177083333 22.833333333
chic 20 8.2 2003-12-20 7.9285714286 19 11.104166667 26.458333333
chic 37 25.9 2003-12-21 8.5 21.5 16.822916667 21.895833333
chic 42 33.1 2003-12-22 22.5 26 4.8958333333 25.130681818
chic 32 27.6 2003-12-23 14.314285714 14.8 4.6714673913 24.708333333
chic 22 14.5 2003-12-24 9.6 19 13.783333333 22.625
chic 27 15.4 2003-12-25 12.4 21 10.520833333 27.854166667
chic 30 22.5 2003-12-26 17.3625 24.5 2.8958333333 39.6875
chic 39 23.9 2003-12-27 11.3 18.5 7.5520833333 27.979166667
chic 45 32.9 2003-12-28 10.5 14.5 13.135416667 20.5
chic 39 26.7 2003-12-29 8.66 15.5 8.5951086957 21.208333333
chic 34 22.7 2003-12-30 10 17.5 10.984601449 19.533514493
chic 32 20.3 2003-12-31 17.5 15.5 12.385416667 24.910714286
chic 35 30.4 2004-01-01 14.385714286 17 6.8333333333 26.520833333
chic 49 47.5 2004-01-02 18.4 20.5 5.8854166667 20.75
chic 41 28.8 2004-01-03 10 9 10.072916667 20.625
chic 31 25.8 2004-01-04 4.65 7.4 23.083333333 10.6875
chic 17 12.4 2004-01-05 11 16 15.249094203 23.439393939
chic 3 -6 2004-01-06 17.2 24 19.588603426 19.111111111
chic 15 3.5 2004-01-07 13.8 24.5 10.097826087 29.333333333
chic 24 17.3 2004-01-08 11.5 25 8.3125 32.611111111
chic 22 17.2 2004-01-09 13.9 17 20.541666667 25.782608696
chic 21 16.5 2004-01-10 15.4125 24.2 9.875 28.194444444
chic 33 24.9 2004-01-11 NA 12 14.395833333 18.861111111
chic 35 27.4 2004-01-12 18 14 7.740942029 19.76010101
chic 30 19.4 2004-01-13 12.628571429 18 12.122961957 27.652777778
chic 27 21.1 2004-01-14 15 31.5 10.654166667 23.410353535
chic 19 7.1 2004-01-15 8.1 29 13.78125 34.217171717
chic 27 18.4 2004-01-16 19.15 30.4 7.1746323529 27.387681159
chic 31 28.3 2004-01-17 19.8 20 3.34375 25.902777778
chic 18 2.8 2004-01-18 7.6 14 20.385416667 13.583333333
chic 11 0.3 2004-01-19 6.075 18 17.34375 25.5
chic 15 2.2 2004-01-20 15.8 24 9.4057971014 39.204365079
chic 24 14.3 2004-01-21 20.2 26 10.173460145 26.041666667
chic 11 -7.2 2004-01-22 5.9444444444 23.8 20.810235507 18.307971014
chic 15 8.6 2004-01-23 12.8 36 8.3541666667 27.150793651
chic 15 10.9 2004-01-24 12.1 19 13.770833333 29.375
chic 18 7.5 2004-01-25 7.8857142857 29.5 26.739583333 18.166666667
chic 22 18.3 2004-01-26 15 24 19.020833333 24.397727273
chic 17 12.9 2004-01-27 16.4 13 13.914402174 29.606280193
chic 7 -0.8 2004-01-28 16.3 30 13.614583333 26.513888889
chic 2 -6.8 2004-01-29 18.3 29 10.754734848 33.5
chic -3 -12.7 2004-01-30 18.3 32 13.276721014 28.497474747
chic 4 -4.2 2004-01-31 22.285714286 50 8.15625 36.902777778
chic 21 10.1 2004-02-01 22.3 45 13.416666667 35.513888889
chic 28 22.2 2004-02-02 17 49 5.3683712121 36.166666667
chic 21 17.4 2004-02-03 26.377777778 35 8.6077898551 33.679292929
chic 13 3.8 2004-02-04 19.7 55 10.517992424 44.510822511
chic 26 19.6 2004-02-05 8.2 24 17.4375 30.513888889
chic 28 23.6 2004-02-06 19.271428571 21.5 9.7604166667 34.541666667
chic 20 20 2004-02-07 20.9 14.5 19.513888889 27.888888889
chic 16 16 2004-02-08 20.45 19 16.708333333 32.033333333
chic 28 20.9 2004-02-09 14.657142857 20.6 26.002750329 24.592947014
chic 20 14.2 2004-02-10 28.9 22.5 22.942481884 23.430555556
chic 23 16.5 2004-02-11 18.5 31 12.011363636 38.04468599
chic 22 16 2004-02-12 22.1 30 16.666666667 28.916666667
chic 20 11.2 2004-02-13 24.5 17.5 21.770833333 23.258816425
chic 26 17.6 2004-02-14 9.3 26.5 23.979166667 21.703703704
chic 14 10.9 2004-02-15 6.5285714286 13.75 28.729166667 21.013888889
chic 16 7.7 2004-02-16 NA 31 13.270833333 41.666666667
chic 24 15.8 2004-02-17 43.4 49 8.2780797101 44.978174603
chic 29 23.5 2004-02-18 48.157142857 61 8.1621376812 43.708333333
chic 36 31.7 2004-02-19 40 41 5.3229166667 42.222222222
chic 39 35.1 2004-02-20 22.3 22 18.041666667 30.774758454
chic 33 26 2004-02-21 7.8666666667 14.4 26.65625 20.986111111
chic 34 28.1 2004-02-22 18.2 22.5 13.65625 31.611111111
chic 41 32.6 2004-02-23 27.5 25 11.897192029 29.275966184
chic 34 29.7 2004-02-24 19.2375 17.5 22.53759058 21.444444444
chic 31 24.6 2004-02-25 11 19 23.59375 27.443236715
chic 34 25.2 2004-02-26 18.5 25 17.552083333 29.698412698
chic 35 24.7 2004-02-27 30.711111111 50.8 12.020833333 33.794444444
chic 40 27.6 2004-02-28 24 37 10.989583333 33.069444444
chic 47 32.5 2004-02-29 18.2 21 20.668931159 32.458333333
chic 54 42.4 2004-03-01 10.266666667 13.5 25.125 23.645833333
chic 44 37.2 2004-03-02 15.95 17.5 16.316576087 15.416666667
chic 43 34.5 2004-03-03 28.15 33 12.700757576 27.343434343
chic 41 39.4 2004-03-04 29.175 37.2 6.8953804348 23.415935673
chic 50 41.8 2004-03-05 7.6 19 20.291666667 15.90428744
chic 41 31.3 2004-03-06 11 13.5 23.197916667 17.125
chic 40 28.3 2004-03-07 7.625 12 33.46875 10.638888889
chic 34 20.8 2004-03-08 11.8 20 21.854619565 23.402777778
chic 33 25.6 2004-03-09 11.8 12.5 25.224939614 25.132850242
chic 37 25.4 2004-03-10 13.825 26.4 20.645833333 29.797619048
chic 31 16.8 2004-03-11 10.5 47.5 17.53125 14.391214779
chic 25 7.1 2004-03-12 10.1 22.5 16.729166667 23.479166667
chic 33 18.4 2004-03-13 17.7125 24.5 14.75 36.708333333
chic 39 27.9 2004-03-14 13.4 17.5 29.5625 14.1875
chic 32 22.4 2004-03-15 7.3 9.5 27.695652174 26.736842105
chic 32 26.1 2004-03-16 10.677777778 17.75 27.308333333 21.826388889
chic 32 28.4 2004-03-17 23.1 22.5 7.4927536232 32.956521739
chic 32 30.9 2004-03-18 26.5 21 8.6941425121 38.888888889
chic 38 30.7 2004-03-19 20.1875 23.5 14.972222222 29.902777778
chic 47 28.8 2004-03-20 17 24 27.1875 19.861111111
chic 28 16.1 2004-03-21 7.3 11.5 31.6875 12.104166667
chic 30 10 2004-03-22 10.6625 23.4 19.721687371 26.854166667
chic 46 24.4 2004-03-23 30 43 22.655311853 30.840277778
chic 54 44.8 2004-03-24 26.5 28 18.351585145 29.160024155
chic 60 52.8 2004-03-25 17.9875 29 20.327969132 26.430555556
chic 56 54.9 2004-03-26 12.05 23 16.851922587 22.672619048
chic 51 47.4 2004-03-27 14 20.5 16.011904762 24.944444444
chic 61 52.5 2004-03-28 11.9 18.2 26.327380952 13.212301587
chic 51 37.8 2004-03-29 13.3 18.5 21.158263305 24.333333333
chic 48 37 2004-03-30 22.5 54.5 19.210986025 29.771135266
chic 42 32.1 2004-03-31 5.775 8.5 26.17092803 15.322222222
chic 42 27.9 2004-04-01 11.1 11 32.226190476 18.920634921
chic 44 23.7 2004-04-02 12.2 16 28.173097736 25.333333333
chic 43 23.8 2004-04-03 7.7625 24.8 27.481770833 23.541666667
chic 37 24.5 2004-04-04 2.6 6 37.916666667 11.291666667
chic 39 24.4 2004-04-05 11 32.5 29.033174819 29.732323232
chic 56 37.5 2004-04-06 21.8375 55.5 30.81132364 33.324074074
chic 52 32.4 2004-04-07 18.5 31 33.58449793 31.833333333
chic 46 35.9 2004-04-08 21 32 27.681677019 27.652777778
chic 45 29.8 2004-04-09 12.4375 28.2 20.24702381 33.333333333
chic 44 30.3 2004-04-10 15.5 25 22.62797619 29.027777778
chic 37 26.8 2004-04-11 5.9 6.5 32.285714286 12.597222222
chic 36 21.8 2004-04-12 3.4428571429 16 30.251604555 13.152777778
chic 38 25.4 2004-04-13 7.05 15 29.458333333 19.972222222
chic 49 27.5 2004-04-14 20.25 61 17.110248447 43.001984127
chic 61 33.9 2004-04-15 14.525 59.8 31.136904762 33.344309463
chic 70 45.6 2004-04-16 14.45 40 37.332945135 27.694444444
chic 64 51.6 2004-04-17 16.5 25 44.476190476 24.125
chic 69 50.7 2004-04-18 13.385714286 59.5 38.779761905 16.777777778
chic 60 48.4 2004-04-19 6.9 54 29.295419255 16.188664596
chic 54 48.4 2004-04-20 14.85 30.5 18.265010352 21.756642512
chic 54 48.5 2004-04-21 8.5555555556 17.8 26.33449793 18.555555556
chic 48 37.5 2004-04-22 7.4 9.5 27.135010823 21.263888889
chic 51 37 2004-04-23 16.1 23.5 22.970238095 33.080917874
chic 45 39.5 2004-04-24 16.3 33.5 26.94047619 24.972222222
chic 54 48.7 2004-04-25 9.3 13 25.25 15.736111111
chic 52 34.2 2004-04-26 11.6 27 27.883928571 19.088854382
chic 44 21.3 2004-04-27 6.4222222222 17.2 28.206898174 23.708333333
chic 64 42.3 2004-04-28 11.6 82 40.508944746 22.555555556
chic 69 51.9 2004-04-29 13.6 44.5 44.482401656 20.857487923
chic 51 45.5 2004-04-30 11.6 17 27.200569358 24.688492063
chic 46 37.8 2004-05-01 6.9 7 28.408854167 17.307291667
chic 42 30.3 2004-05-02 3.6 6.5 32.40625 10.744791667
chic 42 28.1 2004-05-03 6.9714285714 24.8 21.754302536 26.640625
chic 55 44.3 2004-05-04 11.1 44.5 27.511435688 25.489583333
chic 53 36.5 2004-05-05 10.5 26 25.294044384 25.510349026
chic 69 57.1 2004-05-06 18.0125 59 31.480823864 33.784601449
chic 51 36.4 2004-05-07 7.45 17 33.957540761 15.942708333
chic 67 50.4 2004-05-08 17.8 30 29.619791667 24.828125
chic 70 60.3 2004-05-09 15.144444444 34.25 34.127604167 20.083333333
chic 70 61.6 2004-05-10 16.15 52.5 29.305593297 23.5
chic 68 61.3 2004-05-11 19.1 41.5 33.937047101 24.99048913
chic 76 65.4 2004-05-12 14.5 39.5 28.965178277 22.052083333
chic 72 67.3 2004-05-13 12.7 13 17.972735507 24.125658762
chic 59 54.1 2004-05-14 8 8 11.324404762 19.505208333
chic 47 38.9 2004-05-15 3.2625 9 20.505952381 12.364583333
chic 54 45.8 2004-05-16 13 20 24.663690476 23.932291667
chic 70 62.6 2004-05-17 18.4 29 29.59057971 22.353070175
chic 57 47.2 2004-05-18 6.7285714286 10 34.016644022 20.200181159
chic 58 55.6 2004-05-19 12.8 19 23.943274457 26.520833333
chic 74 71.1 2004-05-20 17.8 35 23.765151515 22.504734848
chic 63 58.1 2004-05-21 11.966666667 33.6 28.09375 22.401041667
chic 65 61.6 2004-05-22 11.75 25 25.4921875 18.25
chic 68 61.7 2004-05-23 9.6 31.5 28.463541667 13.989583333
chic 56 47.5 2004-05-24 5.0285714286 14 26.76879529 12.229166667
chic 59 53.6 2004-05-25 11.3 29.5 23.006783185 23.028450264
chic 57 46.2 2004-05-26 8.4 23.5 17.027513587 23.411458333
chic 64 55.2 2004-05-27 12.955555556 31.25 23.256680254 25.471240942
chic 53 39.4 2004-05-28 NA 11.5 25.671875 17.072916667
chic 57 47.7 2004-05-29 8.7 27.5 25.747395833 23.182291667
chic 66 61 2004-05-30 15.7875 25 30.520833333 18.380208333
chic 62 NA 2004-05-31 5.5 12.5 27.028645833 16.609375
chic 65 50.4 2004-06-01 4.3 33 26.961616848 18.375
chic 59 50.7 2004-06-02 6.6333333333 15.8 21.719202899 18.796875
chic 59 40.7 2004-06-03 4.5 14.5 28.852015399 18.412202381
chic 58 43.7 2004-06-04 9.5 23.5 29.363564312 29.869047619
chic 61 47.6 2004-06-05 19.4125 43 38.947916667 29.614583333
chic 72 58.8 2004-06-06 22.2 38 40.78125 24.15625
chic 74 64.6 2004-06-07 19.8 68 39.783854167 22.979166667
chic 83 69 2004-06-08 19.344444444 42 30.219316123 21.779891304
chic 73 67 2004-06-09 10.8 47.5 20.747961957 16.417613636
chic 64 60.5 2004-06-10 6.6 21 10.636322464 17.571969697
chic 73 67.2 2004-06-11 14.814285714 32.5 14.985219038 19.046401515
chic 71 64.7 2004-06-12 10 20 31.059895833 16.702083333
chic 72 64.5 2004-06-13 10.6 19 35.932291667 13.472222222
chic 75 64.1 2004-06-14 9.0285714286 18.2 31.103929924 20.972222222
chic 71 57.4 2004-06-15 11.7 27 30.598278986 25.656060606
chic 72 65.4 2004-06-16 16.9 30 21.812160326 26.362092391
chic 72 60.4 2004-06-17 16.028571429 32.5 26.680480072 22.41576087
chic 71 58.1 2004-06-18 13.866666667 36.5 25.643229167 26.708333333
chic 56 39.7 2004-06-19 3.8 9 26.768229167 12.28125
chic 61 45.1 2004-06-20 10.944444444 19.8 26.604166667 22.458333333
chic 63 57.3 2004-06-21 14.1 28 13.203691123 31.8625
chic 65 49.7 2004-06-22 7.2 26.5 20.870697464 21.418560606
chic 70 54 2004-06-23 8.6125 56 28.483952981 23.5625
chic 62 47.5 2004-06-24 5.7 14 21.884737319 22.839900362
chic 61 44.2 2004-06-25 8.5 22.5 19.3359375 26.375
chic 64 47.8 2004-06-26 7.8875 23.2 23.135416667 21.583333333
chic 67 51.3 2004-06-27 12 26.5 26.0546875 23.229166667
chic 65 52.8 2004-06-28 14.5 22.5 23.104619565 23.664855072
chic 69 52.1 2004-06-29 11.285714286 47.5 22.667912138 26.729166667
chic 73 56.2 2004-06-30 15.9 58.5 26.417119565 33.661458333
chic 71 57 2004-07-01 14.7 54.5 37.763257576 27.87962344
chic 71 58.5 2004-07-02 14.977777778 41.4 40.932291667 18.505208333
chic 73 67.2 2004-07-03 18.2 38 31.786458333 17.40625
chic 76 66.6 2004-07-04 7.3 25 31.1953125 11.045138889
chic 68 60.7 2004-07-05 9.1375 15.5 31.635416667 7.6041666667
chic 73 64.9 2004-07-06 4.9 32 30.913156703 19.381825828
chic 64 57.6 2004-07-07 8 21 14.971014493 13.536458333
chic 65 52 2004-07-08 6.8571428571 18 28.474431818 15.697443182
chic 68 58.2 2004-07-09 13.7 33.5 26.472120098 14.822916667
chic 73 62.7 2004-07-10 17.4 24 35.705357143 13.03125
chic 74 67.3 2004-07-11 17.357142857 29.5 38.779761905 14.489583333
chic 78 67.4 2004-07-12 15.8 30 33.089529809 18.640625
chic 78 67.1 2004-07-13 6.4 44 26.254755435 23.698863636
chic 72 58.2 2004-07-14 9.1111111111 28.75 32.219089674 18.125
chic 72 56.3 2004-07-15 15.55 37 25.006793478 24.601255176
chic 73 62.8 2004-07-16 13.1 52.5 28.705729167 22.958333333
chic 70 60.7 2004-07-17 15 17 32.40625 7.8802083333
chic 71 59 2004-07-18 17.3 20 24.91500947 11.734375
chic 71 60 2004-07-19 24.2 59.5 26.736639493 23.958333333
chic 80 67.6 2004-07-20 25.375 40.2 35.630095109 25.84375
chic 79 72.8 2004-07-21 20 54.5 27.032095509 26.237215909
chic 79 68.4 2004-07-22 4.8 35.5 25.112318841 18.865131579
chic 65 50.8 2004-07-23 4.1125 9 26.998414855 10.161231884
chic 63 51 2004-07-24 6.8 17.5 28.166666667 9.15625
chic 67 53.2 2004-07-25 11.7 11.5 35.901041667 7.5520833333
chic 67 53.6 2004-07-26 9.75 20.4 29.444293478 21.580357143
chic 70 52.8 2004-07-27 18.05 30.5 29.46240942 31.315340909
chic 70 56.1 2004-07-28 25.9 62 28.088768116 38.317708333
chic 72 60.2 2004-07-29 23.742857143 42.5 33.564311594 27.454936594
chic 68 62.7 2004-07-30 25.35 51.5 22.459578804 33.963541667
chic 74 60.2 2004-07-31 17.2 29.5 28.9765625 22.21875
chic 77 62.5 2004-08-01 17.244444444 26 30.171875 26.359375
chic 78 67.7 2004-08-02 15.3 51.5 34.927083333 26.135416667
chic 78 67.7 2004-08-03 7.7 36 40.197844615 26.883852108
chic 70 61.4 2004-08-04 6.8875 10 27.291893116 11.70933618
chic 65 51 2004-08-05 8.5 9.5 28.574048913 8.2083333333
chic 65 49.2 2004-08-06 11.4 20 19.656476449 16.786458333
chic 65 52.2 2004-08-07 12.077777778 25 26.609375 21.651041667
chic 70 57 2004-08-08 19.5 28.5 31.440104167 19.890625
chic 75 61.3 2004-08-09 8.3 55.5 31.480298913 17.765625
chic 64 54.7 2004-08-10 6.2375 31.5 12.178894928 9.9123641304
chic 58 49 2004-08-11 5.7 29.5 11.778645833 10.807291667
chic 56 48.2 2004-08-12 6.7 17.5 13.020123106 15.928339097
chic 61 50.3 2004-08-13 7.5333333333 20.2 16.807291667 19.661684783
chic 60 48.4 2004-08-14 8.5 14.5 19.083333333 15.197916667
chic 62 49 2004-08-15 17.7 19.5 23.78125 17.875
chic 63 51.3 2004-08-16 15.8875 52.5 26.713994565 28.075892857
chic 72 62.3 2004-08-17 19.4 48 33.606678195 25.429924242
chic 70 64.4 2004-08-18 20 35.5 20.166440217 25.572916667
chic 64 50.9 2004-08-19 7.1111111111 17.8 20.444067029 14.424516908
chic 66 50.7 2004-08-20 11.8 42.5 10.927083333 28
chic 63 51.2 2004-08-21 9.8 22.5 24.026041667 19.229166667
chic 65 56.2 2004-08-22 16.175 36 30.6875 20.916666667
chic 72 63.7 2004-08-23 17.4 45.5 27.467844203 18.958333333
chic 73 67.4 2004-08-24 10 30 15.457223732 23.75
chic 72 66.5 2004-08-25 7.4 15 12.405230978 20.527777778
chic 75 70.2 2004-08-26 16.1 31.5 21.283514493 19.215277778
chic 78 69.5 2004-08-27 16.5 36.5 22.657382246 22.550422705
chic 68 61.9 2004-08-28 6.0125 6 22.546875 10.625
chic 61 53.9 2004-08-29 5.9 5 19.657738095 8.9930555556
chic 64 57.2 2004-08-30 16.4 32 14.639266304 24.213293651
chic 67 58.3 2004-08-31 15.342857143 32.4 19.219789608 27.467171717
chic 70 60.3 2004-09-01 NA 47.5 25.511548913 31.686298077
chic 73 62 2004-09-02 NA 42 33.84375 30.298557195
chic 73 64.3 2004-09-03 37.285714286 51.5 26.049479167 33.260416667
chic 73 63.2 2004-09-04 38.8 50.5 29.4609375 31.145833333
chic 76 66.5 2004-09-05 41.5 45 34.244791667 22.40625
chic 68 63.2 2004-09-06 20.7625 30.2 29.911458333 13.052083333
chic 66 51.3 2004-09-07 14.7 16 21.286458333 15.635416667
chic 65 53.9 2004-09-08 5.6 10 23.792119565 9.6614583333
chic 64 54.5 2004-09-09 7.1714285714 17 17.325520833 16.787878788
chic 66 54.4 2004-09-10 17.8 54 19.067708333 30.213541667
chic 70 57 2004-09-11 19.3 37 31.703125 34.473958333
chic 71 57.9 2004-09-12 28.528571429 42.75 40.901041667 27.973958333
chic 71 60.7 2004-09-13 NA 48.5 32.257822793 30.426759834
chic 75 64.7 2004-09-14 22.75 46.5 31.731925231 20.566576087
chic 77 65.9 2004-09-15 16.957142857 59 25.99830163 19.359375
chic 66 53.6 2004-09-16 9 18 23.825828157 19.984375
chic 62 49.1 2004-09-17 7.3 13.5 26.628787879 17.966856061
chic 64 52.2 2004-09-18 10.2125 24.2 24.630952381 23.057291667
chic 68 49.3 2004-09-19 10.7 16.5 28.267857143 18.854166667
chic 64 47.5 2004-09-20 NA 31 26.51242236 28.529664855
chic 67 50.5 2004-09-21 17.4875 61 30.207556936 38.338315217
chic 66 52.4 2004-09-22 26 71.5 30.686853002 39.449404762
chic 70 53.3 2004-09-23 27.9 60.5 33.017857143 39.614583333
chic 69 50.7 2004-09-24 12.911111111 35 23.217261905 31.166666667
chic 62 49.9 2004-09-25 9.8 15.5 20.767857143 19
chic 59 47.6 2004-09-26 NA 18 19.142857143 20.40625
chic 61 48.2 2004-09-27 18.471428571 42.5 15.678830228 40.854166667
chic 59 47.1 2004-09-28 NA 15.5 22.470496894 15.342708333
chic 54 44.9 2004-09-29 9.6 12.5 19.340838509 24.945707071
chic 54 41.2 2004-09-30 17.811111111 41.6 12.952380952 35.821428571
chic 62 49.2 2004-10-01 NA 51.5 25.067640693 31.444444444
chic 48 30.9 2004-10-02 7.8 11.5 17.25 17.041666667
chic 53 32.5 2004-10-03 7.7375 21.5 18.988095238 21.444444444
chic 47 30.3 2004-10-04 9.3 14 16.546807359 19.777777778
chic 46 29 2004-10-05 11.9 37.5 7.8039596273 32.1147343
chic 61 35.9 2004-10-06 11.4375 41 9.5587121212 36.541666667
chic 60 41.7 2004-10-07 18.8 46.5 20.413302277 38.617753623
chic 64 61.2 2004-10-08 24.55 34 16.514880952 22.555555556
chic 57 41 2004-10-09 10.35 18.5 16.291666667 26.555555556
chic 52 42.9 2004-10-10 9.9 14.5 18.80952381 19.444444444
chic 53 43.6 2004-10-11 13.1 19 20.744047619 23.472222222
chic 51 44.4 2004-10-12 13.2 29.2 16.081521739 23.393719807
chic 58 47.8 2004-10-13 24.8 29 13.87797619 28.666666667
chic 52 46.6 2004-10-14 12.35 17 11.264880952 23.138888889
chic 49 41.1 2004-10-15 8.6 11.5 9.2735507246 17.28321256
chic 43 29.5 2004-10-16 4.2 17 17.648809524 8.25
chic 43 28.9 2004-10-17 8.3 14 14.842261905 19.319444444
chic 45 39.3 2004-10-18 12.3875 18 13.346908526 22.140096618
chic 51 46.5 2004-10-19 13.1 17 11.620600414 17.584541063
chic 52 48 2004-10-20 14.75 12.5 14.285973085 18.794590643
chic 53 46.1 2004-10-21 11.6875 19.5 14.970238095 20.388888889
chic 54 49.3 2004-10-22 25.6 34 10.196299172 24.833333333
chic 66 54.8 2004-10-23 13.8 21 13.476190476 15.055555556
chic 55 43.4 2004-10-24 8.2333333333 14.2 14.4375 21.569444444
chic 57 44.9 2004-10-25 18.6 42 13.58139234 36.084541063
chic 57 52.1 2004-10-26 27.3 31 12.561853002 26.68021049
chic 58 52.1 2004-10-27 31.6125 28 14.472026162 26.301767677
chic 54 52.3 2004-10-28 43.6 41.5 6.2078804348 26.347222222
chic 69 65.9 2004-10-29 18.1 36.5 10.098052536 19.333333333
chic 61 44.2 2004-10-30 6 18.6 17.674479167 10.138888889
chic 51 41.2 2004-10-31 5.9 14 14.3671875 12.305555556
chic 50 46.1 2004-11-01 10.1 15 10.114583333 19.172222222
chic 47 41.6 2004-11-02 4.85 9.5 9.9479166667 23.388888889
